"LotArea","OverallQual","OverallCond","YearBuilt","YearRemodAdd","BsmtFinSF1","BsmtFinSF2","BsmtUnfSF","X1stFlrSF","X2ndFlrSF","LowQualFinSF","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","TotRmsAbvGrd","Fireplaces","GarageCars","GarageArea","WoodDeckSF","MoSold","SalePrice"
10448,6,6,1972,1972,0,0,689,1378,741,0,0,0,2,1,3,1,7,1,2,583,0,8,158000
10208,7,5,1996,1997,0,0,1264,1277,1067,0,0,0,2,1,3,1,7,1,3,889,220,7,265000
9531,6,5,1998,1998,706,0,88,882,914,0,1,0,2,1,3,1,7,0,2,546,0,5,211000
10918,7,9,1926,2004,0,0,1276,1276,804,0,0,0,1,1,3,1,9,2,1,282,0,6,234000
10800,4,7,1900,2000,0,0,0,694,600,0,0,0,2,0,3,2,7,0,0,0,220,8,106250
11988,6,6,1957,1957,777,0,467,1244,0,0,0,0,1,1,3,1,6,2,1,336,0,5,150000
5000,6,7,1947,1950,399,0,605,1004,660,0,0,0,2,0,3,1,7,2,2,420,0,10,159000
40094,10,5,2007,2008,2260,0,878,3138,1538,0,1,0,3,1,3,1,11,1,3,884,208,10,184750
11787,7,5,1996,1997,719,0,660,1383,1015,0,1,0,2,1,3,1,8,1,3,834,239,8,315750
7500,7,5,2005,2005,0,0,1257,1266,0,0,0,0,2,0,3,1,6,1,2,453,38,4,176000
13300,5,7,1956,2000,377,0,551,928,0,0,0,0,1,0,2,1,4,0,1,252,261,6,132000
14948,9,5,2008,2008,1330,0,122,1476,1237,0,1,0,2,1,3,1,11,1,3,858,126,11,446261
9098,4,7,1920,2002,348,0,180,605,0,0,1,0,1,0,2,1,5,0,0,0,0,7,86000
32668,6,3,1957,1975,1219,0,816,2515,0,0,1,0,3,0,4,2,9,2,2,484,0,3,200624
10200,6,5,1988,1989,783,0,678,1509,0,0,1,0,2,0,3,1,5,1,2,600,224,8,175000
6155,6,8,1920,1999,0,0,611,751,611,0,0,0,2,0,3,1,6,0,2,502,0,6,128000
7200,5,7,1955,2007,0,0,0,827,0,0,0,0,1,0,2,1,5,1,1,392,0,4,107500
5000,1,3,1946,1950,0,0,0,334,0,0,0,0,1,0,1,1,2,0,0,0,0,1,39300
9056,8,5,2004,2004,0,0,707,707,707,0,0,0,2,1,3,1,6,1,2,403,100,10,178000
7000,5,7,1910,1991,969,0,148,820,527,0,1,0,1,0,3,1,5,0,0,0,85,1,107500
8924,7,5,1998,1999,0,0,880,880,844,0,0,0,2,1,3,1,8,0,2,527,120,7,188000
12735,4,5,1972,1972,600,0,264,864,0,0,0,0,1,0,3,1,5,0,2,576,216,4,111250
11553,5,5,1968,1968,673,0,378,1159,0,0,0,0,1,1,3,1,7,1,1,336,466,7,158000
11423,8,5,2001,2002,1358,0,223,1601,0,0,1,0,2,0,3,1,6,1,2,670,180,5,272000
14601,9,5,2006,2006,1260,0,578,1838,0,0,1,0,2,0,2,1,8,1,3,765,270,3,315000
11000,8,5,2000,2000,0,0,969,997,1288,0,0,0,2,1,4,1,8,1,3,648,0,6,248000
10140,7,5,1998,1999,144,1127,379,1680,0,0,1,0,2,0,3,1,7,1,2,583,78,6,213250
4058,7,5,1998,1998,584,139,0,767,0,0,1,0,1,0,1,1,4,0,1,367,120,6,133000
17104,7,5,2006,2006,554,0,100,664,832,0,1,0,2,1,3,1,7,1,2,426,100,9,179665
13837,7,5,1988,1988,1002,202,0,1377,806,0,0,0,2,1,4,1,9,0,3,786,0,2,229000
8737,6,7,1923,1950,300,0,765,915,720,0,0,0,1,1,3,1,6,1,2,440,0,5,210000
7244,5,7,1970,1970,619,0,149,768,0,0,1,0,1,0,2,1,5,0,2,624,104,4,129500
8235,5,7,1955,1995,180,645,0,825,0,0,1,0,1,0,2,1,4,0,2,720,140,6,125000
9375,7,5,2003,2004,0,0,912,912,1182,0,0,0,2,1,4,1,8,1,2,615,182,11,263000
4043,6,6,1977,1977,559,0,510,1069,0,0,0,0,2,0,2,1,4,0,2,440,0,10,140000
6000,5,6,1957,1957,308,0,620,928,0,0,0,0,1,0,3,1,5,0,1,288,0,6,112500
11146,8,5,2006,2006,0,0,1709,1717,0,0,0,0,2,0,3,1,7,1,3,908,169,7,255500
8777,4,5,1949,2003,0,0,0,1126,0,0,0,0,2,0,2,1,5,0,2,520,0,5,108000
10625,7,5,2003,2004,866,0,132,1006,1040,0,1,0,2,1,3,1,8,1,3,871,320,8,284000
6380,5,6,1922,1950,0,0,993,1048,0,0,0,0,1,0,2,1,5,1,1,280,0,8,113000
14850,5,5,1957,1957,895,0,197,1092,0,0,1,0,1,0,2,1,6,1,1,299,268,5,141000
11040,4,6,1920,1950,637,0,0,897,439,0,0,0,1,1,3,1,7,0,1,570,0,9,108000
21872,7,5,1996,1997,604,0,125,729,717,0,0,1,2,1,3,1,6,1,2,406,264,8,175000
3196,7,5,2003,2004,0,0,1374,1557,0,0,0,0,2,0,2,1,7,1,2,420,143,10,234000
11341,5,6,1957,1996,1302,0,90,1392,0,0,1,0,1,1,3,1,5,1,2,528,0,5,121500
10010,5,5,1974,1975,1071,123,195,1389,0,0,1,0,1,0,2,1,6,1,2,418,240,4,170000
13907,5,6,1940,1969,290,0,706,996,0,0,1,0,1,0,3,1,6,1,0,0,144,7,108000
21780,6,7,1918,1950,0,0,1163,1163,511,0,0,0,2,0,4,1,8,1,2,396,72,7,185000
13346,7,5,1992,2000,728,0,367,1166,1129,0,1,0,2,1,4,1,9,1,2,590,0,7,268000
6858,6,4,1915,1950,0,0,806,841,806,0,1,0,1,1,4,1,6,0,1,216,0,5,128000
11198,9,5,2005,2007,0,0,1122,1134,1370,0,0,0,2,1,4,1,11,1,3,656,144,6,325000
10171,7,5,2004,2004,2,0,1515,1535,0,0,0,0,2,0,3,1,7,0,2,532,0,3,214000
12327,8,8,1983,2009,1441,0,55,1496,636,0,1,0,1,1,1,1,5,1,2,612,349,9,316600
7032,5,5,1979,1979,943,0,0,943,0,0,1,0,1,0,2,1,4,2,2,600,42,12,135960
13101,5,5,1965,1965,231,0,1497,1728,0,0,0,0,2,0,6,2,10,0,2,576,0,11,142600
7332,6,6,1959,1959,414,0,450,864,0,0,1,0,1,0,2,1,4,0,1,288,168,10,120000
13159,7,5,2009,2009,0,0,846,846,846,0,0,0,2,1,3,1,6,0,2,650,208,7,224500
9967,7,5,2000,2000,0,0,384,774,656,0,0,0,2,1,3,1,8,1,2,400,100,12,170000
10500,5,7,1971,2005,349,0,23,576,533,0,0,1,1,0,3,1,5,0,1,288,35,12,139000
8480,5,5,1947,1950,442,0,390,832,384,0,0,0,1,0,2,1,6,0,1,336,158,10,118500
6292,7,7,1928,1950,0,0,861,877,600,0,0,1,2,0,3,1,6,1,1,216,0,8,145000
11777,5,6,1966,1966,328,551,285,1320,0,0,1,0,1,0,3,1,6,2,2,564,160,5,164500
3604,7,5,2007,2007,0,0,689,703,689,0,0,0,2,0,2,1,5,0,2,540,0,2,146000
12150,5,5,1954,1954,0,0,1050,1050,745,0,0,0,2,0,4,1,7,0,1,352,0,11,131500
14585,6,6,1960,1987,594,219,331,1429,0,0,0,1,1,0,3,1,7,2,2,572,216,6,181900
12704,8,5,2008,2009,0,0,2042,2042,0,0,0,0,2,1,3,1,8,1,3,1390,0,8,253293
11841,6,5,1990,1990,816,0,0,816,0,0,1,0,1,0,3,1,5,0,0,0,0,5,118500
13500,10,9,1893,2000,0,0,1237,1521,1254,0,0,0,3,1,3,1,9,1,2,880,105,7,325000
6120,4,7,1935,1995,0,0,884,989,584,0,0,0,1,0,3,1,6,0,1,240,0,7,133000
11443,8,5,2005,2006,1460,0,408,2028,0,0,1,0,2,0,2,1,7,2,3,880,326,3,369900
10267,6,7,1918,2000,210,606,0,838,0,0,1,0,1,0,2,1,5,0,1,275,0,5,130000
8740,5,6,1982,1982,672,0,168,860,0,0,1,0,1,0,2,1,4,0,2,528,0,7,137000
25095,5,8,1968,2003,1324,0,113,1473,0,0,2,0,1,0,1,1,5,2,1,452,0,6,143000
9100,5,6,1930,1960,0,0,742,779,0,156,0,0,1,0,2,1,4,0,1,308,0,8,79500
8320,7,5,2004,2004,490,0,280,770,812,0,0,0,2,1,3,1,6,0,2,520,0,9,185900
13478,10,5,2008,2008,1338,0,384,1728,568,0,1,0,2,1,3,1,10,1,3,842,382,6,451950
6600,5,8,1982,2003,816,0,0,816,0,0,1,0,1,0,2,1,4,0,2,816,0,6,138000
4435,6,5,2003,2003,685,0,163,848,0,0,1,0,1,0,1,1,4,0,2,420,140,5,140000
7990,5,6,1975,1975,0,0,924,924,0,0,0,0,1,0,3,1,5,0,1,280,0,4,110000
11302,8,5,2005,2006,1422,0,392,1826,0,0,1,0,2,0,3,1,7,1,3,758,180,8,319000
3600,6,7,1910,1993,0,0,684,684,684,0,0,0,1,0,3,1,7,0,1,216,0,10,114504
3922,7,5,2006,2007,0,0,1258,1402,0,0,0,2,0,2,2,1,7,1,3,648,120,2,194201
12984,5,6,1977,1977,1283,147,0,1647,0,0,1,0,2,0,3,1,7,1,2,621,0,3,217500
1950,6,6,1980,1980,81,612,23,716,840,0,1,0,2,1,3,1,6,1,2,452,161,7,151000
10927,8,5,2005,2005,546,0,512,1058,846,0,1,0,2,1,3,1,8,1,2,736,179,6,275000
9000,6,6,1937,1950,0,0,780,780,595,0,0,0,1,1,3,1,6,1,1,544,0,12,141000
10041,8,5,1992,1992,789,0,119,927,988,0,1,0,2,1,3,1,8,1,2,506,120,2,220000
3182,7,5,2004,2005,0,0,600,600,600,0,0,0,2,1,2,1,4,0,2,480,0,6,151000
12803,7,5,2002,2002,922,0,572,1494,0,0,1,0,2,0,3,1,6,1,2,530,192,9,221000
13600,7,6,1965,1990,454,0,314,1186,800,0,0,0,2,1,3,1,7,3,2,486,0,10,205000
12464,5,5,1996,1996,732,0,308,1040,0,0,1,0,1,0,3,1,6,0,2,576,168,11,152000
7800,5,8,1948,2002,603,0,293,1112,896,0,1,0,3,0,3,1,8,0,1,230,103,8,225000
12168,8,6,1934,1998,428,0,537,1940,1254,0,0,0,2,1,4,1,10,2,2,380,0,9,359100
7943,4,5,1961,1961,903,0,126,1029,0,0,1,0,1,0,3,1,5,0,1,261,64,4,118500
11050,9,5,2000,2000,904,0,536,1476,677,0,1,0,2,1,3,1,8,2,3,736,253,5,313000
10395,6,6,1978,1978,605,0,427,1032,0,0,0,1,2,0,3,1,6,1,2,564,0,7,148000
11885,8,5,2001,2001,990,0,309,1299,573,0,1,0,2,1,3,1,7,1,2,531,160,11,261500
8402,5,5,2007,2007,206,0,914,1120,0,0,0,0,1,0,3,1,6,0,0,0,0,12,147000
1491,4,6,1972,1972,150,480,0,630,0,0,1,0,1,0,1,1,3,0,0,0,96,5,75500
8800,6,7,1963,1963,763,0,173,1054,0,0,1,0,1,0,3,1,6,0,2,480,120,5,137500
7861,6,5,2002,2003,457,0,326,807,702,0,1,0,2,1,3,1,7,1,2,393,100,6,183200
7227,6,6,1954,1954,0,0,832,832,0,0,0,0,1,0,2,1,4,0,2,528,0,6,105500
11694,9,5,2007,2007,48,0,1774,1828,0,0,0,0,2,0,3,1,9,1,3,774,0,7,314813
12244,8,5,2003,2003,871,0,611,1482,780,0,1,0,2,1,4,1,10,2,3,749,168,8,305000
8248,3,3,1914,1950,41,0,823,864,0,0,1,0,1,0,2,1,5,0,0,0,0,9,67000
10800,6,7,1974,1997,956,182,384,1548,1066,0,0,0,2,1,4,1,9,1,2,624,38,6,240000
7064,5,6,1977,1977,560,0,420,980,0,0,0,0,1,0,3,1,6,0,2,484,192,7,135000
2117,6,5,2000,2000,420,0,336,756,756,0,0,0,2,1,2,1,4,1,2,440,0,6,168500
10400,6,5,1972,1972,247,0,485,1012,778,0,1,0,1,2,4,1,8,1,2,484,148,11,165150
10000,6,6,1962,1962,0,0,1116,1116,0,0,0,0,1,1,3,1,5,0,2,440,0,2,160000
12342,5,5,1960,1978,0,0,978,1422,0,0,0,0,1,0,3,1,6,1,1,286,0,8,139900
9600,6,6,1955,1972,674,132,350,1520,0,0,1,0,1,0,3,1,7,2,1,364,0,3,153000
11606,5,5,1969,1969,650,0,390,1040,1040,0,0,1,1,2,5,1,9,2,2,504,335,9,135000
9020,6,5,1964,1964,624,336,288,1350,0,0,1,0,1,1,3,1,6,0,2,520,176,6,168500
9000,5,6,1880,1991,0,0,636,1089,661,0,0,0,1,0,3,1,8,0,1,240,0,6,124000
4590,8,5,2006,2006,24,0,1530,1554,0,0,0,0,2,0,2,1,6,1,2,627,156,8,209500
11900,7,5,1977,1977,822,0,564,1411,0,0,0,0,2,0,3,1,6,1,2,544,192,4,82500
9250,5,7,1954,2005,480,468,108,1056,0,0,0,1,1,0,3,1,6,0,1,260,390,7,139400
6979,6,5,1980,1980,1056,0,0,1056,0,0,2,0,0,0,0,2,4,0,2,576,264,6,144000
10896,6,7,1914,1995,256,0,1184,1440,1440,515,0,0,2,0,8,2,14,0,0,0,0,3,2e+05
6120,2,3,1936,1950,0,0,264,800,0,0,0,0,1,0,1,1,4,1,0,0,0,1,60000
6000,5,4,1954,1954,0,0,811,811,576,0,0,0,2,0,3,2,7,0,1,256,0,11,93000
8777,5,7,1910,1950,0,0,796,796,0,0,0,0,1,0,2,1,4,0,0,0,328,5,85000
3982,8,5,2006,2006,1154,0,366,1567,0,0,1,0,2,0,1,1,7,1,3,648,312,10,264561
12677,8,5,2003,2004,1218,0,300,1518,0,0,0,0,1,1,1,1,6,1,2,588,185,4,274000
7050,7,5,2001,2001,738,0,319,1057,872,0,1,0,2,1,3,1,7,1,2,650,0,5,226000
13860,8,7,1972,1995,1410,0,542,2000,704,0,1,0,2,1,4,1,9,3,2,538,269,7,345000
10793,5,5,1969,1969,493,287,0,780,840,0,0,0,2,1,4,1,7,0,2,462,208,4,152000
9187,9,5,2009,2009,1121,0,645,1766,0,0,1,0,2,1,2,1,7,1,3,478,195,10,370878
10530,6,5,1971,1971,282,35,664,981,0,0,1,0,1,1,3,1,5,0,2,576,0,3,143250
7200,5,5,1950,1950,0,0,0,1048,0,0,0,0,1,0,3,1,7,0,2,420,0,7,98300
10452,6,5,1953,1953,500,0,594,1094,0,0,0,0,1,0,3,1,5,2,2,495,0,6,155000
7700,6,5,1966,1966,0,0,756,1051,788,0,0,0,1,1,4,1,7,1,2,442,0,6,155000
1936,4,6,1970,1970,131,499,0,630,0,0,1,0,1,0,1,1,3,0,0,0,0,12,84500
8125,7,6,2007,2007,0,0,813,822,843,0,0,0,2,1,3,1,7,0,2,562,0,5,205950
9084,4,5,1940,1950,0,0,755,755,755,0,1,0,1,0,4,1,7,1,1,296,120,10,108000
8750,7,5,1996,1996,0,0,880,909,807,0,0,0,2,1,2,1,7,1,2,512,0,7,191000
10320,6,7,1906,1995,0,0,756,756,713,0,0,0,1,0,3,1,7,0,1,216,57,6,135000
10437,8,6,1995,1995,1696,0,413,2113,0,0,1,0,2,1,2,1,7,1,3,839,236,8,350000
1680,6,5,1971,1971,0,0,525,525,567,0,0,0,1,1,3,1,6,0,1,264,0,3,88000
10007,5,7,1959,2006,806,0,247,1053,0,0,1,0,1,1,3,1,5,0,1,312,0,8,145500
7200,7,6,1931,2000,0,0,776,851,651,0,0,0,1,1,3,1,6,1,1,270,0,2,149000
17503,6,5,1948,1950,0,0,912,912,546,0,0,1,1,0,3,1,6,1,1,330,192,1,97500
9937,5,7,1964,1999,637,0,849,1486,0,0,1,0,1,0,3,1,7,0,2,480,0,3,167000
12384,7,7,1976,1976,0,0,793,1142,793,0,0,0,2,1,3,1,7,1,2,550,0,11,197900
46589,8,7,1994,2005,1361,180,88,1686,762,0,1,0,2,1,4,1,8,1,3,711,517,7,402000
13560,6,3,1968,1968,0,0,1392,1392,0,0,1,0,1,0,2,1,5,2,2,576,0,7,110000
10012,4,5,1972,1972,920,180,38,1181,0,0,1,0,2,0,3,1,6,0,2,588,0,4,137500
20896,8,5,2005,2006,1721,0,356,2097,0,0,1,0,1,1,1,1,8,1,3,1134,192,1,423000
11194,8,5,2000,2000,0,0,1406,1454,482,0,0,0,2,1,3,1,7,1,2,504,188,11,230500
18450,6,5,1965,1979,187,723,111,1465,915,0,0,0,2,1,3,1,7,1,2,596,0,8,129000
8125,6,5,1994,1998,1138,0,270,1679,0,0,1,0,2,0,3,1,7,1,2,575,224,10,193500
14175,5,6,1956,1987,988,0,200,1437,0,0,1,0,1,1,3,1,6,1,2,576,304,11,168000
11600,4,5,1922,1950,0,0,700,1180,0,0,0,0,1,0,2,1,5,1,1,252,0,7,137500
8633,6,5,2005,2005,193,0,545,738,738,0,1,0,2,1,3,1,7,0,2,540,100,2,173500
6629,6,6,1925,1950,551,0,121,697,672,0,1,0,2,0,3,1,6,0,1,300,147,7,103600
11250,6,6,1977,1977,767,0,441,1208,0,0,1,0,1,1,3,1,6,1,2,546,198,6,165000
14442,6,7,1957,2004,1186,0,291,1839,0,0,1,0,2,0,3,1,7,2,2,416,0,6,257500
9200,6,6,1965,1965,892,0,244,1136,0,0,1,0,1,0,3,1,5,1,1,384,426,7,140000
2289,6,6,1978,1978,311,0,544,855,586,0,0,0,2,1,3,1,7,1,2,440,28,4,148500
9600,4,2,1900,1950,0,0,1095,1095,679,0,1,0,2,0,4,2,8,0,3,779,0,5,87000
9022,5,8,1924,2006,0,0,768,792,0,0,0,0,1,0,2,1,5,0,1,240,316,5,109500
11844,8,5,2008,2008,0,0,2046,2046,0,0,0,0,2,1,3,1,7,1,3,834,322,7,372500
9945,5,5,1961,1961,827,0,161,988,0,0,1,0,1,0,3,1,5,0,2,572,0,10,128500
8012,6,5,1980,1980,543,119,261,923,0,0,0,0,2,0,2,1,5,1,1,264,80,5,143000
4500,5,5,1932,2000,182,0,611,848,672,0,0,0,1,0,3,1,6,0,1,281,0,7,159434
2887,6,5,1996,1997,1003,0,288,1291,0,0,1,0,1,0,2,1,6,1,2,431,307,11,173000
11248,9,5,2002,2002,1059,0,567,1668,0,0,1,0,2,0,3,1,7,1,3,702,257,7,285000
16770,7,5,1998,1998,0,0,1195,1195,644,0,0,0,2,1,4,1,7,0,2,486,0,6,221000
5062,7,5,1984,1984,828,182,180,1190,900,0,1,0,2,0,3,1,6,1,2,577,219,9,207500
10207,7,6,2007,2007,0,0,874,874,887,0,0,0,3,0,3,1,7,0,2,578,144,8,227875
5105,7,5,2004,2004,239,0,312,551,551,0,0,0,2,1,2,1,4,0,2,480,0,3,148800
8089,8,6,2007,2007,945,0,474,1419,0,0,1,0,2,0,2,1,7,1,2,567,140,10,392000
7577,6,5,2005,2006,20,0,1342,1362,0,0,0,0,2,0,2,1,6,1,2,460,192,6,194700
4426,6,5,2004,2004,697,0,151,848,0,0,1,0,1,0,1,1,3,1,2,420,149,5,141000
21535,10,6,1994,1995,1455,0,989,2444,1872,0,0,1,3,1,4,1,10,2,3,832,382,1,755000
26178,7,5,1989,1990,965,0,245,1238,1281,0,1,0,2,1,4,1,9,2,2,628,320,4,335000
5400,5,6,1921,1968,0,0,1073,1073,0,0,0,0,1,0,2,1,4,0,1,326,0,12,108480
6120,5,6,1936,1950,0,0,927,1067,472,0,0,0,1,1,3,1,5,0,2,576,112,4,141500
13811,6,6,1987,1987,980,40,92,1137,0,0,1,0,2,0,2,1,5,1,2,551,125,7,176000
6000,5,7,1921,1950,616,0,0,616,0,0,0,0,1,0,2,1,4,0,1,205,0,6,89000
6420,5,7,1952,1952,210,551,219,1148,0,0,0,1,1,0,2,1,6,0,1,308,0,9,123500
8450,5,8,1965,2009,553,117,224,894,0,0,1,0,1,0,3,1,5,1,1,336,416,4,138500
4282,7,5,2004,2004,16,0,1375,1391,0,0,0,0,2,0,2,1,5,0,2,530,156,7,196000
14331,8,5,2002,2002,1274,0,526,1800,0,0,1,0,2,0,3,1,7,1,3,765,270,5,312500
9600,7,5,1969,1969,0,0,1164,1164,0,0,0,0,1,1,3,1,6,0,2,528,0,7,140000
12438,8,5,2006,2006,0,0,1234,1264,1312,0,0,0,2,1,4,1,10,1,3,666,324,7,361919
7630,5,9,1900,1996,0,0,360,1032,780,0,0,0,2,0,4,2,8,1,2,672,344,5,140000
8400,7,5,2004,2005,712,0,761,1484,0,0,1,0,2,0,3,1,7,0,2,606,0,5,213000
5600,4,5,1930,1950,0,0,0,372,720,0,0,0,2,0,3,2,7,0,0,0,0,7,55000
115149,7,5,1971,2002,1219,0,424,1824,0,0,1,0,2,0,2,1,5,2,2,739,380,6,302000
6240,8,5,2006,2006,863,0,461,1324,0,0,1,0,2,0,2,1,6,1,2,550,192,12,254000
9018,7,5,2007,2007,0,0,728,728,728,0,0,0,2,1,3,1,8,1,2,400,100,7,179540
7162,5,7,1966,1966,0,0,876,904,0,0,0,0,1,0,3,1,6,0,1,408,0,12,109900
4130,3,6,1935,2003,0,0,270,729,0,0,0,0,1,0,2,1,5,0,0,0,0,7,52000
8712,4,7,1900,1950,0,0,859,859,319,0,0,0,1,0,2,1,7,0,1,384,68,1,102776
4671,8,5,1988,1989,767,0,461,1228,0,0,1,0,2,0,2,1,5,1,2,472,168,10,189000
9873,4,5,1970,1970,789,0,171,960,0,0,1,0,1,0,3,1,6,0,2,576,0,5,129000
13517,6,8,1976,2005,533,0,192,725,754,0,0,0,2,1,3,1,6,0,2,475,0,3,130500
10140,6,5,1974,1974,0,0,1064,1350,0,0,0,0,2,0,3,1,7,1,2,478,0,8,165000
10800,7,8,1890,1998,0,0,718,1576,978,0,0,0,1,1,3,1,8,0,2,704,0,7,159500
10000,5,6,1973,2000,1084,0,92,1178,0,0,0,1,1,1,3,1,5,1,2,439,224,11,157000
10542,7,5,1993,1994,1173,0,138,1325,1093,0,1,0,2,1,3,1,9,1,3,983,250,8,341000
9920,5,6,1969,1969,523,0,448,971,0,0,0,0,1,1,3,1,5,1,1,300,0,5,128500
6563,8,5,1985,1985,1148,0,594,1742,0,0,1,0,2,0,2,1,5,1,2,564,114,12,275000
4426,6,5,2004,2004,662,0,186,848,0,0,1,0,1,0,1,1,3,0,2,420,160,5,143000
8120,4,7,1970,1970,191,0,673,864,0,0,0,0,1,0,3,1,5,0,2,463,0,7,124500
8172,4,6,1954,1972,0,0,941,997,473,0,0,0,2,0,4,1,7,0,1,548,0,5,135000
13286,9,5,2007,2008,1234,0,464,1698,0,0,1,0,2,0,3,1,8,1,3,768,327,2,320000
6960,4,6,1970,1970,375,239,250,864,0,0,0,0,1,0,3,1,5,0,2,660,96,11,120500
21695,6,9,1988,2007,808,0,72,1680,0,0,1,0,2,0,3,1,5,1,2,540,292,12,222000
7314,7,5,2007,2007,724,0,508,1232,0,0,1,0,2,0,2,1,6,0,2,632,132,2,194500
11475,5,5,1958,1958,0,0,1584,1776,0,0,1,0,2,0,4,2,9,0,3,888,0,7,110000
6240,4,5,1925,1950,152,0,628,848,0,360,0,0,1,0,2,1,5,0,2,539,0,1,103000
5389,8,5,1995,1996,1180,0,415,1616,0,0,1,0,2,0,2,1,5,1,2,608,237,3,236500
9590,7,5,2003,2003,786,0,82,1146,0,0,1,0,2,0,3,1,6,1,2,438,160,5,187500
11404,7,5,1998,1999,252,0,901,1153,878,0,0,0,2,1,3,1,8,1,2,541,192,7,222500
10000,5,6,1961,1983,594,0,270,1144,0,0,1,0,1,0,3,1,6,1,1,264,165,3,131400
8978,5,5,1968,1968,0,0,948,948,0,0,0,0,1,0,3,1,6,0,1,300,147,5,108000
10800,7,7,1914,1970,390,0,490,880,888,0,0,0,1,1,2,1,6,2,2,320,0,10,163000
8544,3,4,1950,1950,0,0,0,1040,0,0,0,0,2,0,2,2,6,0,2,400,0,7,93500
10463,8,5,2005,2005,0,0,893,901,900,0,0,0,2,1,3,1,8,1,3,800,0,6,239900
10800,5,5,1987,1988,1200,0,0,1200,0,0,3,0,3,0,3,1,5,0,0,0,120,3,179000
9313,7,5,2004,2004,0,0,864,864,864,0,0,0,2,1,3,1,7,0,2,572,187,4,190000
9600,5,7,1910,2002,0,0,264,768,664,0,0,0,2,0,2,1,7,0,2,360,270,5,132000
6768,6,8,1961,1996,832,0,80,912,0,0,1,1,1,0,3,1,5,0,1,288,168,5,142000
8450,7,5,2000,2001,0,0,1349,1349,0,0,0,0,2,0,3,1,6,0,2,539,120,12,179000
12886,5,6,1963,1999,444,0,76,1464,0,0,0,1,2,0,3,1,6,1,2,480,302,10,175000
5395,8,5,1993,1993,733,0,604,1337,0,0,1,0,2,0,2,1,5,1,2,462,96,10,180000
8963,8,9,1976,1996,575,80,487,1175,1540,0,0,1,3,1,4,1,11,2,2,831,0,7,299800
8795,7,5,2000,2000,300,0,652,980,1276,0,0,0,2,1,4,1,8,1,2,554,224,4,236000
11700,7,7,1880,2003,0,0,1240,1320,1320,0,0,0,1,1,4,1,8,1,4,864,181,5,265979
10593,7,5,1996,1996,919,0,801,1720,0,0,1,0,2,0,3,1,7,1,2,527,240,3,260400
8405,4,3,1945,1950,0,0,0,1088,441,0,0,0,2,0,4,1,9,0,1,240,92,4,98000
8800,4,7,1910,2004,0,0,576,792,348,0,0,0,1,0,3,1,7,0,0,0,0,6,96500
7750,7,5,2003,2003,0,0,660,660,660,0,0,0,2,1,3,1,6,0,2,400,0,8,162000
9236,6,5,1997,1997,1200,0,279,1494,0,0,1,0,2,0,3,1,6,0,2,576,168,7,217000
10240,8,5,2005,2005,0,0,1030,1038,1060,0,0,0,2,1,3,1,8,1,3,878,192,3,275500
7930,6,8,1969,2005,439,472,115,1026,0,0,1,0,1,0,3,1,5,0,2,440,171,7,156000
3230,6,5,1999,1999,381,0,348,742,729,0,0,0,2,1,3,1,6,0,2,440,0,3,172500
10769,8,5,2007,2007,20,0,846,866,902,0,0,0,2,1,3,1,7,0,2,578,144,4,212000
11616,6,5,1978,1978,438,0,234,672,714,0,0,0,2,1,3,1,6,1,2,440,335,4,158900
2280,7,5,1999,1999,549,0,195,757,744,0,0,0,2,1,3,1,6,0,2,440,0,8,179400
12257,8,5,1995,1995,56,64,1198,1328,1203,0,0,0,2,1,4,1,9,1,3,752,222,11,290000
9100,6,6,1959,1959,612,0,252,864,0,0,0,0,1,0,2,1,5,0,1,300,0,10,127500
6911,5,5,1924,1950,405,0,740,1301,0,0,0,0,1,0,2,1,5,0,2,440,0,10,1e+05
8640,7,5,2009,2009,24,0,732,764,783,0,0,0,2,1,3,1,7,0,2,614,169,6,215200
9430,8,5,1999,1999,1163,0,89,1268,1097,0,1,0,2,1,3,1,8,1,3,856,0,7,337000
9549,8,5,1995,1996,437,1057,0,1494,0,0,1,0,1,1,2,1,6,1,2,481,0,4,270000
14587,9,5,2008,2008,0,0,1498,1506,0,0,0,0,2,0,2,1,6,1,2,592,0,8,264132
10421,7,5,1988,1988,394,0,586,980,734,0,0,0,2,1,3,1,7,1,2,496,228,3,196500
12508,6,7,1940,1985,660,0,323,983,767,0,1,0,2,0,4,1,7,0,1,423,245,7,160000
9100,7,5,2004,2005,24,0,1836,1836,0,0,0,0,2,0,3,1,8,1,2,484,120,10,216837
53504,8,5,2003,2003,1416,0,234,1690,1589,0,1,0,3,1,4,1,12,1,3,841,503,6,538000
7252,5,5,1982,1982,685,0,173,858,0,0,1,0,1,0,2,1,5,0,2,576,120,4,134900
8877,4,5,1951,1951,836,0,0,1220,0,0,0,0,1,0,2,1,6,0,2,396,0,4,102000
7819,6,5,1976,1976,422,127,480,1117,0,0,1,0,1,0,3,1,6,1,2,672,144,3,107000
10150,5,5,1958,1958,456,0,456,912,0,0,0,0,1,0,2,1,5,0,1,275,0,7,114500
14226,8,5,2006,2006,0,0,1935,1973,0,0,0,0,2,0,3,1,9,1,3,895,315,7,395000
4500,6,5,1998,1998,866,0,338,1204,0,0,1,0,2,0,2,1,5,0,2,412,0,6,162000
